Season,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,FT%,PTS,FG%,Dist.,%FGA_2P,%FGA_0-3,%FGA_3-10,%FGA_10-16,%FGA_16-3P,%FGA_3P,FG%_2P,FG%_0-3,FG%_3-10,FG%_10-16,FG%_16-3P,FG%_3P
2014-2015,Hedo Türko?lu\turkohe01,SF,35,LAC,62,2,11.4,1.3,3,1,2.2,0.4,0.8,0.1,0.2,0.545,3.7,0.441,21.1,0.261,0.074,0.032,0.032,0.122,0.739,0.469,0.714,0.333,0.5,0.348,0.432
2014-2015,Evan Turner\turneev01,SG,26,BOS,82,57,27.6,3.9,9.1,0.4,1.5,3.5,7.6,1.3,1.7,0.752,9.5,0.429,11.8,0.84,0.248,0.126,0.263,0.204,0.16,0.458,0.584,0.309,0.449,0.408,0.277
2014-2015,Ekpe Udoh\udohek01,PF,27,LAC,33,0,3.9,0.3,0.7,0,0,0.3,0.7,0.2,0.3,0.778,0.9,0.458,7.8,1,0.208,0.333,0.417,0.042,0,0.458,0.8,0.25,0.5,0,0
2014-2015,Beno Udrih\udrihbe01,PG,32,MEM,79,12,18.9,3.1,6.4,0.3,1.2,2.8,5.2,1.1,1.3,0.853,7.7,0.487,13.7,0.808,0.21,0.083,0.212,0.303,0.192,0.539,0.679,0.262,0.561,0.503,0.268
2014-2015,Jonas Valan?i?nas\valanjo01,C,22,TOR,80,80,26.2,4.7,8.2,0,0,4.7,8.1,2.7,3.5,0.786,12,0.572,4.1,0.998,0.505,0.38,0.063,0.051,0.002,0.573,0.669,0.5,0.39,0.394,0
2014-2015,Anderson Varejão\varejan01,C,32,CLE,26,26,24.5,4.3,7.7,0,0.1,4.3,7.6,1.3,1.7,0.733,9.8,0.555,6.4,0.99,0.455,0.245,0.15,0.14,0.01,0.561,0.67,0.429,0.433,0.571,0
2014-2015,Greivis Vásquez\vasqugr01,PG,28,TOR,82,29,24.3,3.6,8.8,1.6,4.3,2,4.6,0.6,0.8,0.758,9.5,0.408,16.3,0.516,0.112,0.228,0.076,0.101,0.484,0.436,0.568,0.37,0.455,0.425,0.379
2014-2015,Charlie Villanueva\villach01,PF,30,DAL,64,1,10.6,2.3,5.7,1.3,3.5,1,2.2,0.3,0.5,0.571,6.3,0.414,17.3,0.39,0.157,0.122,0.058,0.052,0.61,0.475,0.526,0.432,0.381,0.526,0.376
2014-2015,Noah Vonleh\vonleno01,PF,19,CHO,25,0,10.4,1.2,3,0.2,0.5,1,2.5,0.7,1,0.692,3.3,0.395,8.1,0.829,0.447,0.25,0.066,0.066,0.171,0.397,0.471,0.316,0.4,0.2,0.385
2014-2015,Nikola Vu?evi?\vucevni01,C,24,ORL,74,74,34.2,8.5,16.3,0,0.1,8.5,16.2,2.2,2.9,0.752,19.3,0.523,8.6,0.995,0.308,0.276,0.153,0.257,0.005,0.524,0.664,0.45,0.47,0.468,0.333
2014-2015,Dwyane Wade\wadedw01,SG,33,MIA,62,62,31.8,8.2,17.5,0.5,1.6,7.7,15.8,4.6,6,0.768,21.5,0.47,11.5,0.906,0.23,0.189,0.204,0.283,0.094,0.489,0.683,0.488,0.425,0.378,0.284
2014-2015,Dion Waiters\waitedi01,SG,23,TOT,80,23,27.6,4.7,11.8,0.9,3.1,3.8,8.8,1.5,2.2,0.68,11.8,0.396,12.6,0.74,0.335,0.089,0.055,0.261,0.26,0.431,0.508,0.286,0.423,0.385,0.297
2014-2015,Henry Walker\walkebi01,SF,27,MIA,24,13,26.2,2.4,7,1.9,5.5,0.5,1.5,0.6,0.8,0.778,7.3,0.345,20.6,0.214,0.107,0.06,0.03,0.018,0.786,0.361,0.556,0,0.4,0.333,0.341
2014-2015,Kemba Walker\walkeke02,PG,24,CHO,62,58,34.2,6.1,15.8,1.4,4.5,4.7,11.3,3.8,4.6,0.827,17.3,0.385,13.8,0.715,0.258,0.115,0.13,0.211,0.285,0.418,0.494,0.381,0.297,0.42,0.304
2014-2015,John Wall\walljo01,PG,24,WAS,79,79,35.9,6.6,14.8,0.8,2.7,5.7,12,3.6,4.6,0.785,17.6,0.445,13,0.814,0.287,0.077,0.127,0.322,0.186,0.478,0.615,0.411,0.419,0.395,0.3
2014-2015,Gerald Wallace\wallage01,SF,32,BOS,32,0,8.9,0.4,1.1,0,0.1,0.4,1,0.2,0.5,0.4,1.1,0.412,5.8,0.912,0.706,0.147,0,0.059,0.088,0.419,0.458,0.4,0,0,0.333
2014-2015,T.J. Warren\warretj01,SF,21,PHO,40,1,15.4,2.8,5.4,0.1,0.5,2.7,4.8,0.4,0.5,0.737,6.1,0.528,7.5,0.902,0.444,0.252,0.117,0.089,0.098,0.56,0.705,0.481,0.32,0.368,0.238
2014-2015,C.J. Watson\watsocj01,PG,30,IND,57,21,24.9,3.2,7.3,1.2,3.1,1.9,4.2,2.4,2.9,0.826,10,0.434,16.6,0.58,0.177,0.089,0.086,0.228,0.42,0.459,0.608,0.324,0.417,0.411,0.4
2014-2015,David Wear\wearda01,PF,24,SAC,2,0,3.5,0,1,0,0.5,0,0.5,0,0,0,0,0,12,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0
2014-2015,Travis Wear\weartr01,SF,24,NYK,51,1,13.2,1.6,4.1,0.2,0.6,1.4,3.5,0.4,0.5,0.769,3.9,0.402,15.1,0.856,0.124,0.077,0.234,0.421,0.144,0.408,0.385,0.625,0.429,0.364,0.367
2014-2015,Martell Webster\webstma02,SF,28,WAS,32,0,11,0.8,2.8,0.3,1.3,0.4,1.5,1.5,2,0.75,3.3,0.264,17.3,0.527,0.165,0.044,0.055,0.264,0.473,0.292,0.4,0.25,0.2,0.25,0.233
2014-2015,David West\westda01,PF,34,IND,66,66,28.7,4.9,10.4,0.1,0.3,4.8,10.1,1.8,2.4,0.739,11.7,0.471,12.3,0.971,0.159,0.198,0.157,0.456,0.029,0.479,0.642,0.419,0.324,0.502,0.2
2014-2015,Russell Westbrook\westbru01,PG,26,OKC,67,67,34.4,9.4,22,1.3,4.3,8.1,17.7,8.1,9.8,0.835,28.1,0.426,11.3,0.804,0.349,0.103,0.17,0.183,0.196,0.457,0.579,0.305,0.4,0.364,0.299
2014-2015,Hassan Whiteside\whiteha01,C,25,MIA,48,32,23.8,5.1,8.1,0,0,5.1,8.1,1.6,3.3,0.5,11.8,0.628,3.7,1,0.53,0.354,0.093,0.023,0,0.628,0.761,0.482,0.5,0.333,0
2014-2015,Shayne Whittington\whittsh01,PF,23,IND,20,0,5.4,1,2.1,0.1,0.3,0.9,1.8,0.9,1.2,0.783,2.9,0.452,9.3,0.857,0.31,0.286,0.024,0.238,0.143,0.5,0.615,0.333,0,0.6,0.167
2014-2015,Andrew Wiggins\wiggian01,SF,19,MIN,82,82,36.2,6.1,13.9,0.5,1.5,5.6,12.3,4.3,5.7,0.76,16.9,0.437,10.3,0.889,0.312,0.192,0.163,0.225,0.111,0.453,0.662,0.344,0.378,0.305,0.31
2014-2015,C.J. Wilcox\wilcocj01,SG,24,LAC,21,0,4.8,0.8,1.8,0.3,0.9,0.4,0.9,0.1,0.1,1,2,0.421,18.9,0.5,0.132,0.053,0.053,0.263,0.5,0.474,0.8,0.5,1,0.2,0.368
2014-2015,Deron Williams\willide01,PG,30,BRK,68,55,31.1,4.4,11.3,1.3,3.5,3.1,7.9,3,3.5,0.834,13,0.387,13.9,0.693,0.213,0.179,0.106,0.196,0.307,0.395,0.457,0.377,0.39,0.351,0.367
2014-2015,Derrick Williams\willide02,PF,23,SAC,74,6,19.8,2.9,6.6,0.7,2.1,2.3,4.4,1.8,2.6,0.684,8.3,0.447,11.9,0.678,0.342,0.142,0.06,0.134,0.322,0.511,0.687,0.304,0.345,0.354,0.314
2014-2015,Elliot Williams\williel01,SG,25,TOT,13,0,9.2,1.1,2.8,0.6,1.4,0.5,1.5,0.1,0.3,0.25,2.8,0.378,17.8,0.514,0.189,0.027,0.054,0.243,0.486,0.316,0.571,0,0,0.222,0.444
2014-2015,Lou Williams\willilo02,SG,28,TOR,80,0,25.2,4.7,11.6,1.9,5.6,2.8,6,4.3,4.9,0.861,15.5,0.404,17.4,0.518,0.112,0.125,0.124,0.157,0.482,0.464,0.529,0.483,0.409,0.445,0.34
2014-2015,Marvin Williams\willima02,PF,28,CHO,78,37,26.1,2.7,6.3,1.2,3.4,1.5,2.9,0.8,1.1,0.713,7.4,0.424,18.1,0.465,0.154,0.087,0.038,0.188,0.535,0.5,0.684,0.349,0.368,0.452,0.358
2014-2015,Mo Williams\willima01,PG,32,TOT,68,33,29.1,5,12.6,1.8,5.1,3.3,7.5,2.4,2.8,0.872,14.2,0.397,18.9,0.595,0.067,0.069,0.1,0.359,0.405,0.434,0.483,0.424,0.465,0.417,0.342
2014-2015,Reggie Williams\willire02,SF,28,SAS,20,0,5.3,0.8,2,0.2,1,0.6,1,0.2,0.2,1,1.9,0.385,14.9,0.513,0.256,0.128,0.051,0.077,0.487,0.6,0.7,0.6,0.5,0.333,0.158
2014-2015,Shawne Williams\willish03,SF,28,TOT,63,22,17.3,1.9,4.8,1,2.8,0.9,1.9,0.6,0.6,0.875,5.4,0.403,18.3,0.407,0.157,0.033,0.057,0.16,0.593,0.467,0.511,0.3,0.412,0.479,0.36
2014-2015,Jeff Withey\witheje01,C,24,NOP,37,0,7,0.9,1.7,0,0,0.9,1.7,0.9,1.4,0.68,2.6,0.5,3.8,1,0.563,0.281,0.109,0.047,0,0.5,0.611,0.278,0.429,0.667,0
2014-2015,Nate Wolters\woltena01,PG,23,TOT,21,0,11.8,1,2.7,0,0.3,1,2.4,0.1,0.3,0.333,2,0.351,8.1,0.877,0.333,0.351,0.088,0.105,0.123,0.4,0.526,0.3,0.4,0.333,0
2014-2015,Brandan Wright\wrighbr03,PF,27,TOT,75,7,19.3,3.1,4.8,0,0,3.1,4.8,1,1.5,0.696,7.3,0.642,3.4,0.992,0.592,0.325,0.058,0.017,0.008,0.647,0.781,0.449,0.429,0.5,0
2014-2015,Dorell Wright\wrighdo01,SF,29,POR,48,2,12.3,1.5,4,0.9,2.3,0.6,1.7,0.7,0.9,0.81,4.6,0.379,17.4,0.432,0.158,0.126,0.037,0.111,0.568,0.378,0.6,0.333,0.286,0.143,0.38
2014-2015,Tony Wroten\wroteto01,PG,21,PHI,30,15,29.8,5.8,14.5,1.2,4.7,4.6,9.7,4,6,0.667,16.9,0.403,10.1,0.673,0.507,0.145,0.014,0.007,0.327,0.473,0.555,0.254,0,0,0.261
2014-2015,James Young\youngja01,SG,19,BOS,31,0,10.7,1.2,3.3,0.5,2.1,0.6,1.2,0.5,0.9,0.552,3.4,0.353,19.8,0.353,0.098,0.049,0.02,0.186,0.647,0.528,0.8,0.4,0.5,0.421,0.258
2014-2015,Nick Young\youngni01,SG,29,LAL,42,0,23.8,4.1,11.3,2,5.4,2.2,6,3.1,3.5,0.892,13.4,0.366,18.2,0.527,0.101,0.067,0.139,0.221,0.473,0.363,0.625,0.094,0.318,0.352,0.369
2014-2015,Thaddeus Young\youngth01,PF,26,TOT,76,68,32,5.9,12.7,0.5,1.5,5.4,11.2,1.7,2.6,0.655,14.1,0.466,8.1,0.881,0.399,0.277,0.08,0.124,0.119,0.484,0.617,0.41,0.364,0.3,0.33
2014-2015,Cody Zeller\zelleco01,C,22,CHO,62,45,24,2.8,6,0,0,2.8,6,2,2.6,0.774,7.6,0.461,8.4,0.997,0.509,0.075,0.04,0.373,0.003,0.46,0.574,0.286,0.333,0.353,1
2014-2015,Tyler Zeller\zellety01,C,25,BOS,82,59,21.1,4.1,7.5,0,0,4.1,7.5,1.9,2.3,0.823,10.2,0.549,5.3,1,0.46,0.346,0.057,0.134,0,0.549,0.632,0.463,0.6,0.482,0
2016-2017,Álex Abrines\abrinal01,SG,23,OKC,68,6,15.5,2,5,1.4,3.6,0.6,1.4,0.6,0.7,0.898,6,0.393,20.6,0.276,0.12,0.047,0.044,0.065,0.724,0.426,0.488,0.438,0.333,0.364,0.381
2016-2017,Quincy Acy\acyqu01,PF,26,TOT,38,1,14.7,1.8,4.5,1,2.4,0.9,2.1,1.2,1.6,0.75,5.8,0.412,16.2,0.471,0.265,0.065,0.076,0.059,0.529,0.413,0.489,0.273,0.308,0.4,0.411
2016-2017,Steven Adams\adamsst01,C,23,OKC,80,80,29.9,4.7,8.2,0,0,4.7,8.2,2,3.2,0.611,11.3,0.571,3.7,0.998,0.557,0.388,0.046,0.005,0.002,0.572,0.655,0.488,0.367,0,0
2016-2017,Arron Afflalo\afflaar01,SG,31,SAC,61,45,25.9,3,6.9,1,2.5,2,4.4,1.4,1.5,0.892,8.4,0.44,16.8,0.64,0.1,0.117,0.186,0.236,0.36,0.457,0.571,0.449,0.449,0.424,0.411
2016-2017,Alexis Ajinça\ajincal01,C,28,NOP,39,15,15,2.3,4.6,0,0.1,2.3,4.5,0.7,1,0.725,5.3,0.5,9,0.978,0.348,0.253,0.107,0.27,0.022,0.511,0.71,0.378,0.579,0.354,0
2016-2017,Cole Aldrich\aldrico01,C,28,MIN,62,0,8.6,0.7,1.4,0,0,0.7,1.4,0.2,0.4,0.682,1.7,0.523,3,1,0.581,0.407,0.012,0,0,0.523,0.64,0.371,0,0,0
2016-2017,LaMarcus Aldridge\aldrila01,PF,31,SAS,72,72,32.4,6.9,14.6,0.3,0.8,6.6,13.8,3.1,3.8,0.812,17.3,0.477,11.8,0.947,0.222,0.194,0.202,0.328,0.053,0.48,0.7,0.422,0.387,0.424,0.411
2016-2017,Lavoy Allen\allenla01,PF,27,IND,61,5,14.3,1.3,2.8,0,0,1.3,2.7,0.4,0.5,0.697,2.9,0.458,8.9,0.994,0.357,0.256,0.06,0.321,0.006,0.461,0.583,0.465,0.2,0.37,0
2016-2017,Tony Allen\allento01,SG,35,MEM,71,66,27,3.9,8.4,0.2,0.8,3.6,7.6,1.1,1.8,0.615,9.1,0.461,5.6,0.909,0.652,0.166,0.03,0.061,0.091,0.479,0.557,0.273,0.333,0.278,0.278
2016-2017,Al-Farouq Aminu\aminual01,PF,26,POR,61,25,29.1,3,7.6,1.1,3.5,1.9,4.2,1.6,2.2,0.706,8.7,0.393,14,0.545,0.32,0.133,0.03,0.06,0.455,0.445,0.53,0.306,0.357,0.357,0.33
2016-2017,Chris Andersen\anderch01,C,38,CLE,12,0,9.5,0.8,1.8,0,0.3,0.8,1.6,0.8,1.2,0.714,2.3,0.409,7.4,0.864,0.636,0.045,0.045,0.136,0.136,0.474,0.5,1,0,0.333,0
2016-2017,Alan Anderson\anderal01,SF,34,LAC,30,0,10.3,1,2.7,0.5,1.5,0.5,1.2,0.4,0.5,0.75,2.9,0.375,17.6,0.45,0.175,0.088,0.088,0.1,0.55,0.444,0.857,0.143,0.143,0.25,0.318
2016-2017,Justin Anderson\anderju01,SF,23,TOT,75,10,16.4,2.5,5.9,0.8,2.6,1.7,3.3,1.4,1.7,0.791,7.1,0.424,14.1,0.558,0.319,0.128,0.057,0.05,0.442,0.522,0.707,0.339,0.28,0.136,0.299
2016-2017,Kyle Anderson\anderky01,SF,23,SAS,72,14,14.2,1.3,2.9,0.2,0.6,1.1,2.3,0.6,0.8,0.789,3.4,0.445,11.2,0.809,0.344,0.196,0.105,0.163,0.191,0.462,0.611,0.439,0.273,0.294,0.375
2016-2017,Ryan Anderson\anderry01,PF,28,HOU,72,72,29.4,4.5,10.7,2.8,7,1.7,3.7,1.8,2.1,0.86,13.6,0.418,20,0.345,0.144,0.074,0.035,0.092,0.655,0.446,0.568,0.351,0.444,0.338,0.403
2016-2017,Giannis Antetokounmpo\antetgi01,SF,22,MIL,80,80,35.6,8.2,15.7,0.6,2.3,7.6,13.5,5.9,7.7,0.77,22.9,0.521,8.7,0.857,0.496,0.149,0.064,0.146,0.143,0.563,0.709,0.394,0.338,0.342,0.272
2016-2017,Carmelo Anthony\anthoca01,SF,32,NYK,74,74,34.3,8.1,18.8,2,5.7,6.1,13.1,4.1,4.9,0.833,22.4,0.433,16.6,0.697,0.127,0.076,0.212,0.284,0.303,0.466,0.563,0.419,0.435,0.457,0.359
2016-2017,Joel Anthony\anthojo01,C,34,SAS,19,0,6.4,0.5,0.8,0,0,0.5,0.8,0.3,0.4,0.625,1.3,0.625,3.8,1,0.563,0.313,0.125,0,0,0.625,0.778,0.4,0.5,0,0
2016-2017,Trevor Ariza\arizatr01,SF,31,HOU,80,80,34.7,4.1,10,2.4,6.9,1.7,3,1.2,1.6,0.738,11.7,0.409,18.6,0.305,0.207,0.054,0.013,0.031,0.695,0.556,0.655,0.395,0.4,0.28,0.344
2016-2017,Darrell Arthur\arthuda01,PF,28,DEN,41,7,15.6,2.3,5.2,1.3,2.9,1,2.4,0.5,0.5,0.864,6.4,0.442,18.8,0.456,0.14,0.033,0.079,0.205,0.544,0.429,0.6,0,0.471,0.364,0.453
2016-2017,Ömer A??k\asikom01,C,30,NOP,31,19,15.5,1,2.1,0,0,1,2.1,0.7,1.3,0.59,2.7,0.477,1.6,1,0.892,0.092,0,0,0,0.477,0.517,0,0,0,0
2016-2017,D.J. Augustin\augusdj01,PG,29,ORL,78,20,19.7,2.5,6.6,1.2,3.5,1.3,3.1,1.7,2.1,0.814,7.9,0.377,18.1,0.47,0.164,0.097,0.06,0.149,0.53,0.412,0.482,0.36,0.355,0.39,0.347
2016-2017,Luke Babbitt\babbilu01,SF,27,MIA,68,55,15.7,1.7,4.1,1.3,3.1,0.4,1,0.2,0.2,0.733,4.8,0.402,21.7,0.253,0.043,0.032,0.1,0.078,0.747,0.366,0.167,0.222,0.429,0.455,0.414
2016-2017,Ron Baker\bakerro01,SG,23,NYK,52,13,16.5,1.6,4.2,0.4,1.7,1.1,2.5,0.5,0.8,0.651,4.1,0.378,14.3,0.604,0.346,0.106,0.041,0.12,0.396,0.45,0.547,0.13,0.333,0.462,0.267
2016-2017,Wade Baldwin\baldwwa01,PG,20,MEM,33,1,12.3,1.1,3.5,0.1,0.7,1,2.8,0.9,1.1,0.838,3.2,0.313,11.3,0.809,0.357,0.157,0.174,0.113,0.191,0.355,0.439,0.167,0.35,0.385,0.136
2016-2017,Leandro Barbosa\barbole01,SG,34,PHO,67,0,14.4,2.6,5.9,0.5,1.5,2,4.4,0.6,0.7,0.889,6.3,0.439,13.1,0.75,0.321,0.12,0.082,0.23,0.25,0.466,0.595,0.319,0.375,0.389,0.357
2016-2017,J.J. Barea\bareajo01,PG,32,DAL,35,6,22,4.1,9.8,1.5,4.2,2.5,5.6,1.3,1.5,0.863,10.9,0.414,16.3,0.569,0.146,0.169,0.125,0.128,0.431,0.456,0.54,0.414,0.442,0.432,0.358
2016-2017,Harrison Barnes\barneha02,PF,24,DAL,79,79,35.5,7.6,16.2,1,2.8,6.6,13.4,3.1,3.6,0.861,19.2,0.468,13.1,0.827,0.183,0.186,0.194,0.265,0.173,0.492,0.679,0.483,0.452,0.398,0.351
2016-2017,Matt Barnes\barnema02,SF,36,TOT,74,18,24,2.5,6.4,1.2,3.6,1.3,2.8,0.9,1.2,0.787,7.1,0.391,16.8,0.444,0.22,0.114,0.032,0.08,0.556,0.467,0.577,0.389,0.133,0.395,0.331
2016-2017,Will Barton\bartowi01,SG,26,DEN,60,19,28.4,4.9,11.1,1.5,3.9,3.5,7.2,2.4,3.2,0.753,13.7,0.443,13,0.647,0.303,0.174,0.095,0.077,0.353,0.483,0.579,0.379,0.46,0.353,0.37
2016-2017,Brandon Bass\bassbr01,PF,31,LAC,52,0,11.1,2.1,3.6,0,0.1,2,3.5,1.5,1.7,0.875,5.6,0.575,6.8,0.984,0.532,0.118,0.237,0.097,0.016,0.579,0.687,0.5,0.477,0.333,0.333
2016-2017,Nicolas Batum\batumni01,SG,28,CHO,77,77,34,5.1,12.7,1.8,5.3,3.4,7.4,3.2,3.7,0.856,15.1,0.403,17.3,0.585,0.117,0.102,0.182,0.185,0.415,0.453,0.64,0.384,0.435,0.389,0.333
2016-2017,Jerryd Bayless\bayleje01,PG,28,PHI,3,1,23.7,3.7,10.7,0.7,1.7,3,9,3,3.3,0.9,11,0.344,12,0.844,0.313,0.094,0.25,0.188,0.156,0.333,0.7,0.333,0.125,0,0.4
2016-2017,Aron Baynes\baynear01,C,30,DET,75,2,15.5,1.9,3.7,0,0,1.9,3.7,1.1,1.3,0.84,4.9,0.513,5.6,1,0.513,0.251,0.136,0.1,0,0.513,0.566,0.429,0.526,0.429,0
2016-2017,Kent Bazemore\bazemke01,SF,27,ATL,73,64,26.9,4,9.9,1.3,3.6,2.8,6.2,1.6,2.3,0.708,11,0.409,14.8,0.631,0.272,0.1,0.062,0.198,0.369,0.446,0.566,0.222,0.311,0.434,0.346
2016-2017,Bradley Beal\bealbr01,SG,23,WAS,77,77,34.9,8.3,17.2,2.9,7.2,5.4,10,3.7,4.4,0.825,23.1,0.482,15.9,0.582,0.238,0.101,0.085,0.157,0.418,0.538,0.634,0.425,0.469,0.505,0.404
2016-2017,Malik Beasley\beaslma01,SG,20,DEN,22,1,7.5,1.5,3.3,0.4,1.3,1.1,2,0.4,0.5,0.8,3.8,0.452,12.4,0.616,0.466,0.014,0.068,0.068,0.384,0.533,0.618,0,0.2,0.4,0.321
2016-2017,Michael Beasley\beaslmi01,PF,28,MIL,56,6,16.7,3.9,7.3,0.3,0.8,3.5,6.5,1.4,1.9,0.743,9.4,0.532,10.2,0.894,0.303,0.246,0.167,0.175,0.106,0.545,0.699,0.49,0.456,0.451,0.419
2016-2017,Marco Belinelli\belinma01,SG,30,CHO,74,0,24,3.6,8.3,1.4,3.8,2.2,4.5,2,2.3,0.893,10.5,0.429,18.7,0.54,0.132,0.052,0.052,0.306,0.46,0.488,0.667,0.344,0.469,0.436,0.36
2016-2017,DeAndre' Bembry\bembrde01,SF,22,ATL,38,1,9.8,1.2,2.6,0,0.5,1.2,2.1,0.2,0.4,0.375,2.7,0.48,8.1,0.816,0.582,0.092,0.092,0.051,0.184,0.575,0.632,0.333,0.333,0.8,0.056
2016-2017,Dragan Bender\bendedr01,PF,19,PHO,43,0,13.3,1.3,3.7,0.7,2.3,0.7,1.4,0.1,0.3,0.364,3.4,0.354,18.3,0.373,0.205,0.062,0.019,0.087,0.627,0.483,0.576,0.5,0.667,0.214,0.277
2016-2017,Anthony Bennett\bennean01,PF,23,BRK,23,1,11.5,1.7,4,0.6,2.1,1.1,1.9,1.1,1.6,0.722,5,0.413,13.9,0.478,0.37,0.087,0.011,0.011,0.522,0.568,0.676,0.25,0,0,0.271
2016-2017,Ben Bentil\bentibe01,PF,21,DAL,3,0,3.3,0,1,0,0.3,0,0.7,0,0,0,0,0,15.6,0.667,0,0.333,0,0.333,0.333,0,0,0,0,0,0
2016-2017,D?vis Bert?ns\bertada01,PF,24,SAS,67,6,12.1,1.5,3.5,1,2.6,0.5,0.9,0.4,0.5,0.824,4.5,0.44,20.4,0.261,0.15,0.03,0.026,0.056,0.739,0.557,0.714,0.286,0.167,0.462,0.399
2016-2017,Patrick Beverley\beverpa01,SG,28,HOU,67,67,30.7,3.4,8.1,1.6,4.3,1.8,3.8,1.1,1.4,0.768,9.5,0.42,15.9,0.47,0.21,0.173,0.055,0.033,0.53,0.463,0.544,0.436,0.367,0.222,0.382
2016-2017,Bismack Biyombo\biyombi01,C,24,ORL,81,27,22.1,2.2,4.2,0,0,2.2,4.2,1.5,2.9,0.534,6,0.528,4,1,0.581,0.319,0.077,0.029,0,0.528,0.68,0.324,0.346,0.1,0
2016-2017,Nemanja Bjelica\bjeline01,PF,28,MIN,65,1,18.3,2.3,5.5,0.9,2.7,1.5,2.8,0.7,0.9,0.738,6.2,0.424,14.8,0.503,0.264,0.177,0.037,0.028,0.497,0.531,0.638,0.444,0.231,0.4,0.316
2016-2017,Tarik Black\blackta01,C,25,LAL,67,16,16.3,2.2,4.4,0,0,2.2,4.4,1.2,1.6,0.752,5.7,0.51,3.3,0.993,0.667,0.262,0.037,0.024,0.007,0.51,0.622,0.286,0.364,0.143,0.5
2016-2017,Eric Bledsoe\bledser01,PG,27,PHO,66,66,33,6.8,15.7,1.6,4.7,5.2,11,5.9,6.9,0.847,21.1,0.434,13.8,0.7,0.278,0.143,0.105,0.178,0.3,0.477,0.606,0.459,0.385,0.332,0.335
2016-2017,Bojan Bogdanovi?\bogdabo02,SF,27,TOT,81,54,25.7,4.6,10.4,1.8,4.8,2.9,5.6,2.7,3,0.893,13.7,0.445,15.1,0.536,0.29,0.102,0.077,0.067,0.464,0.512,0.62,0.395,0.308,0.456,0.367
2016-2017,Andrew Bogut\bogutan01,C,32,TOT,27,21,21.6,1.4,3,0,0,1.4,3,0.1,0.4,0.273,2.9,0.469,4.3,0.988,0.457,0.469,0.062,0,0.012,0.475,0.568,0.421,0.2,0,0
2016-2017,Joel Bolomboy\bolomjo01,PF,23,UTA,12,0,4.4,0.8,1.3,0.1,0.3,0.7,1,0.3,0.5,0.5,1.8,0.563,8.6,0.75,0.5,0.188,0,0.063,0.25,0.667,0.75,0.667,0,0,0.25
2016-2017,Devin Booker\bookede01,SG,20,PHO,78,78,35,7.8,18.3,1.9,5.2,5.9,13.2,4.7,5.7,0.832,22.1,0.423,14.8,0.717,0.202,0.129,0.156,0.229,0.283,0.447,0.578,0.443,0.381,0.381,0.363
2016-2017,Trevor Booker\booketr01,PF,29,BRK,71,43,24.7,4.3,8.3,0.4,1.1,3.9,7.2,1,1.5,0.673,10,0.516,7.8,0.868,0.45,0.281,0.056,0.08,0.132,0.546,0.658,0.476,0.333,0.319,0.321
2016-2017,Avery Bradley\bradlav01,SG,26,BOS,55,55,33.4,6.5,14.1,2,5,4.6,9.1,1.2,1.7,0.731,16.3,0.463,15.1,0.643,0.27,0.076,0.066,0.231,0.357,0.504,0.622,0.356,0.529,0.408,0.39
2016-2017,Corey Brewer\breweco01,SF,30,TOT,82,11,15.6,1.8,4.2,0.3,1.4,1.5,2.8,0.6,0.8,0.735,4.5,0.422,11.3,0.661,0.408,0.193,0.04,0.02,0.339,0.522,0.613,0.328,0.571,0.429,0.229
2016-2017,Malcolm Brogdon\brogdma01,SG,24,MIL,75,28,26.4,3.9,8.5,1,2.6,2.8,5.9,1.5,1.7,0.865,10.2,0.457,11.6,0.696,0.406,0.118,0.083,0.088,0.304,0.48,0.562,0.333,0.396,0.375,0.404
2016-2017,Aaron Brooks\brookaa01,PG,32,IND,65,0,13.8,1.9,4.6,0.7,2,1.1,2.6,0.5,0.6,0.8,5,0.403,16.7,0.573,0.19,0.153,0.113,0.117,0.427,0.424,0.421,0.413,0.529,0.343,0.375
2016-2017,Anthony Brown\brownan02,SF,24,TOT,11,0,14.5,1.6,4.5,0.6,2.5,1,2.1,0,0,0,3.9,0.36,18.3,0.46,0.14,0.1,0.06,0.16,0.54,0.478,0.571,0.4,0.333,0.5,0.259
2016-2017,Bobby Brown\brownbo02,PG,32,HOU,25,0,4.9,0.9,2.4,0.6,1.4,0.4,1,0.1,0.1,1,2.5,0.383,20,0.417,0.067,0.133,0.1,0.117,0.583,0.36,0.25,0.375,0.333,0.429,0.4
2016-2017,Jaylen Brown\brownja02,SF,20,BOS,78,20,17.2,2.5,5.4,0.6,1.7,1.9,3.7,1.1,1.6,0.685,6.6,0.454,11.7,0.681,0.404,0.13,0.076,0.073,0.319,0.507,0.614,0.382,0.344,0.29,0.341
2016-2017,Nicolás Brussino\brussni01,SG,23,DAL,54,2,9.6,1,2.6,0.5,1.8,0.4,0.9,0.3,0.4,0.773,2.8,0.369,21,0.326,0.085,0.064,0.028,0.149,0.674,0.5,0.75,0.556,0.25,0.381,0.305
2016-2017,Reggie Bullock\bullore01,SF,25,DET,31,5,15.1,1.7,4.1,0.9,2.4,0.8,1.8,0.2,0.2,0.714,4.5,0.422,17.4,0.43,0.227,0.055,0.047,0.102,0.57,0.473,0.655,0.143,0.333,0.308,0.384
